Loan_ID,Account_Number,Origination_Date,First_Payment_Date,Maturity_Date,Original_Amount,Current_Balance,Interest_Rate,Original_Term_Months,Remaining_Term_Months,Monthly_Payment,Loan_Purpose,Origination_Channel,Grade,Sub_Grade,Internal_Risk_Rating,Loan_Status,Days_Past_Due,DPD_Bucket,Times_30_DPD,Times_60_DPD,Times_90_DPD,Max_DPD_Ever,Months_Since_Last_Delinq,FICO_Origination,FICO_Current,FICO_Delta,Application_Score,Behavioral_Score,PD_Model_Score,LGD_Estimate,Expected_Loss,Annual_Income,Monthly_Income,Monthly_Debt_Payments,DTI_Front,DTI_Back,Income_Verification,Employment_Status,Employment_Length_Years,Employer_Name,Job_Title,Housing_Status,Monthly_Housing_Payment,Co_Borrower_Flag,Borrower_State,Borrower_City,Borrower_Zip,Open_Credit_Lines,Total_Credit_Lines,Revolving_Balance,Revolving_Utilization_Pct,Total_Revolving_Limit,Inquiries_Last_6Mo,Derogatory_Marks,Public_Records,Collections_12Mo,Earliest_Credit_Line,Credit_History_Months,Bankruptcy_Flag,Total_Payments_Made,Total_Principal_Paid,Total_Interest_Paid,Last_Payment_Date,Last_Payment_Amount,Next_Payment_Due,Payment_Method,Autopay_Enrolled,Origination_Fee_Pct,Origination_Fee_Amount,Late_Fees_Charged,NSF_Fees,Total_Fees,Recoveries,Net_Loss,Hardship_Flag,Modification_Flag,Forbearance_Flag,TDR_Flag,Months_On_Book,Seasoning_Bucket,Pool_ID,Servicer_ID,Investor_Code,Vintage_Year,Vintage_Quarter,Cutoff_Date,Reporting_Date
USL0000025,ACCT7984369,07/25/2021,08/01/2021,06/24/2027,13400,12609.91,11.77,72,30,260.37,Wedding,Call Center,B,B4,2,30 DPD,30,30 DPD,6,6,5,450,,639,664,25,676,705.0,0.0424,0.548,292.99,24220.01,2018.33,639.16,12.9,31.7,Verified,Employed,27,Finance,Nurse,Mortgage,2594.49,0,TX,Austin,31351,12,29,495.1,58.4,847.77,1,0,0,0,01/30/2004,255,0,38,790.09,9103.97,11/01/2024,311.01,,ACH,1,0.0,0.0,120.16,0,120.16,0.0,0.0,0,0,0,1,42,37-48,POOL-2021-D,SVC002,INV_D,2021,2021Q3,01/31/2025,02/01/2025
USL0000026,ACCT4522961,12/26/2021,01/01/2022,11/30/2026,18500,14678.18,10.47,60,23,397.36,Education,Mobile App,B,B2,2,120+ DPD,120,120+ DPD,2,1,0,60,62.0,688,660,-28,664,672.0,0.038,0.552,307.89,71001.84,5916.82,2534.23,6.7,42.8,Verified,Retired,29,Government,Supervisor,Mortgage,1744.46,0,WI,WI City,63067,17,23,4430.66,51.4,8619.96,2,2,0,1,03/25/1995,363,0,36,3821.82,10483.14,10/24/2024,392.38,,Online Portal,1,1.5,277.5,30.8,0,308.3,0.0,0.0,0,0,0,0,37,37-48,POOL-2021-A,SVC003,INV_D,2021,2021Q4,01/31/2025,02/01/2025
USL0000027,ACCT3710976,11/14/2024,12/01/2024,10/14/2030,16600,16208.06,6.31,72,70,277.55,Wedding,Broker,A,A4,1,Current,0,Current,0,0,0,0,,736,762,26,702,,0.0205,0.417,138.55,129402.83,10783.57,1301.32,2.6,12.1,Verified,Employed,17,Technology,Teacher,Own,0.0,0,MN,MN City,95250,3,9,6573.49,75.7,8683.61,0,0,0,0,11/16/2016,99,0,2,391.94,163.16,01/16/2025,234.65,03/01/2025,Auto-Pay,0,2.0,332.0,0.0,0,332.0,0.0,0.0,0,0,0,1,2,0-12,POOL-2024-D,SVC002,RETAINED,2024,2024Q4,01/31/2025,02/01/2025
USL0000028,ACCT6952509,12/15/2021,01/01/2022,12/05/2023,20800,3120.0,4.78,24,0,910.48,Major Purchase,Online,A,A1,1,Current,0,Current,0,0,0,0,,711,748,37,718,714.0,0.007,0.183,4.0,92865.97,7738.83,1600.3,11.8,20.7,Verified,Employed,7,Berkshire Hathaway,Consultant,Own,0.0,1,IA,IA City,42414,12,19,615.82,66.7,923.27,4,0,2,1,05/13/2010,179,0,24,17680.0,4171.52,10/03/2024,778.05,03/01/2025,ACH,1,6.0,1248.0,0.0,0,1248.0,0.0,0.0,0,0,0,0,38,37-48,POOL-2021-D,SVC002,INV_D,2021,2021Q4,01/31/2025,02/01/2025
USL0000029,ACCT2175091,03/12/2021,04/01/2021,02/14/2026,12600,4210.5,16.06,60,13,306.81,Debt Consolidation,Mobile App,C,C3,3,Current,0,Current,0,0,0,0,,639,658,19,643,654.0,0.0556,0.349,81.7,52016.04,4334.67,2760.88,7.1,63.7,Source Verified,Employed,17,Construction,Associate,Mortgage,1486.25,1,IL,Naperville,17083,10,12,666.72,41.4,1610.43,4,0,0,2,12/08/1991,403,0,47,8389.5,6030.57,10/26/2024,305.9,03/01/2025,ACH,1,6.0,756.0,0.0,0,756.0,0.0,0.0,0,0,0,0,47,37-48,POOL-2021-D,SVC001,INV_D,2021,2021Q1,01/31/2025,02/01/2025
USL0000030,ACCT1178724,01/19/2022,02/01/2022,12/13/2028,9700,6166.43,11.71,84,48,169.73,Auto Repair,Partner,B,B5,2,Current,0,Current,1,0,0,30,12.0,695,681,-14,654,618.0,0.0546,0.404,136.02,40278.12,3356.51,776.85,5.1,23.1,Not Verified,Employed,14,McKesson,Sales Rep,Own,0.0,1,NJ,NJ City,17207,20,34,4322.39,37.5,11526.37,1,1,0,4,01/12/2017,98,0,36,3533.57,2576.71,01/20/2025,141.81,03/01/2025,Online Portal,1,1.0,97.0,35.11,0,132.11,0.0,0.0,0,0,0,0,36,25-36,POOL-2022-B,SVC003,INV_B,2022,2022Q1,01/31/2025,02/01/2025
USL0000031,ACCT9876838,08/21/2021,09/01/2021,07/26/2026,11500,4657.5,11.12,60,18,250.73,Education,Branch,B,B3,2,Current,0,Current,0,0,0,0,,698,716,18,621,647.0,0.0251,0.403,47.11,45924.29,3827.02,1302.82,6.6,34.0,Not Verified,Employed,8,Berkshire Hathaway,Nurse,Mortgage,2354.76,0,SC,SC City,48425,9,20,2462.71,43.6,5648.42,2,0,0,2,12/13/1995,354,0,42,6842.5,3688.16,12/21/2024,249.18,03/01/2025,Check,1,6.0,690.0,0.0,0,690.0,0.0,0.0,0,0,0,0,42,37-48,POOL-2021-C,SVC001,INV_C,2021,2021Q3,01/31/2025,02/01/2025
USL0000032,ACCT6477843,11/09/2020,12/01/2020,10/09/2026,41000,16314.58,21.52,72,21,1018.52,Credit Card Refinance,Mobile App,D,D3,4,Current,0,Current,0,0,0,0,,526,505,-21,629,655.0,0.0949,0.548,848.44,38090.84,3174.24,2086.27,32.1,65.0,Source Verified,Other,2,Retail,Engineer,Rent,1466.24,0,GA,Savannah,46709,22,42,2262.24,52.8,4284.55,6,0,0,0,02/14/1996,352,0,51,24685.42,27259.1,01/21/2025,822.99,03/01/2025,Check,1,4.0,1640.0,0.0,0,1640.0,0.0,0.0,0,0,0,0,51,49+,POOL-2020-B,SVC003,RETAINED,2020,2020Q4,01/31/2025,02/01/2025
USL0000033,ACCT8220964,08/11/2022,09/01/2022,07/21/2026,18100,8484.38,19.53,48,18,546.27,Education,Mobile App,D,D1,4,Current,0,Current,0,0,0,0,30.0,568,563,-5,598,587.0,0.0926,0.354,278.12,38645.7,3220.48,2231.88,17.0,65.0,Not Verified,Self-Employed,16,Government,Teacher,Mortgage,1568.29,0,MN,MN City,65348,8,22,935.09,69.4,1347.39,1,4,0,0,04/21/2019,70,0,30,9615.62,6772.48,11/05/2024,561.74,03/01/2025,ACH,1,2.0,362.0,0.0,0,362.0,0.0,0.0,0,0,0,0,30,25-36,POOL-2022-D,SVC002,RETAINED,2022,2022Q3,01/31/2025,02/01/2025
USL0000034,ACCT6811520,02/03/2023,03/01/2023,12/28/2029,21900,16581.43,5.54,84,60,315.12,Vacation,Branch,A,A2,1,Current,0,Current,0,0,0,0,,703,640,-63,710,681.0,0.006,0.475,47.26,84315.51,7026.29,2774.59,4.5,39.5,Not Verified,Retired,0,Microsoft,Analyst,Mortgage,1693.57,1,CT,CT City,90125,7,18,2459.9,56.3,4369.27,0,0,0,0,09/11/2020,53,0,24,5318.57,2244.31,10/21/2024,266.22,03/01/2025,Online Portal,0,1.5,328.5,0.0,0,328.5,0.0,0.0,1,0,0,0,24,13-24,POOL-2023-D,SVC001,INV_D,2023,2023Q1,01/31/2025,02/01/2025
USL0000035,ACCT4778042,01/15/2024,02/01/2024,01/04/2026,29300,16847.5,6.66,24,12,1307.33,Auto Repair,Direct Mail,A,A2,1,Current,0,Current,0,0,0,0,,697,651,-46,705,789.0,0.001,0.385,6.49,26535.24,2211.27,1771.45,59.1,65.0,Not Verified,Employed,0,Apple,Consultant,Rent,1365.89,0,OR,OR City,17666,18,25,5206.7,27.9,18662.01,4,0,0,2,06/29/2019,68,0,12,12452.5,3235.46,12/17/2024,1365.18,03/01/2025,Mobile App,0,2.0,586.0,0.0,0,586.0,0.0,0.0,0,0,0,0,12,0-12,POOL-2024-A,SVC001,INV_B,2024,2024Q1,01/31/2025,02/01/2025
USL0000036,ACCT7580817,03/01/2022,04/01/2022,01/29/2028,20200,14586.5,8.29,72,37,357.04,Other,Online,A,A4,1,90 DPD,90,90 DPD,4,1,1,120,,743,724,-19,710,757.0,0.0038,0.411,22.78,202182.1,16848.51,1504.27,2.1,8.9,Source Verified,Employed,8,UnitedHealth,Teacher,Rent,2991.86,0,VA,VA City,33812,26,38,6025.01,46.3,13012.98,6,0,0,2,10/09/1995,356,0,31,5613.5,5454.74,12/25/2024,418.38,,Mobile App,0,1.0,202.0,152.16,0,354.16,0.0,0.0,0,0,0,0,35,25-36,POOL-2022-D,SVC003,INV_D,2022,2022Q1,01/31/2025,02/01/2025
